Timestamp,Temperature_Celsius(°C),External_Temp(°C)
2024-11-30 00:00:00,19.4,1.31
2024-11-30 00:30:00,19.45,0.77
2024-11-30 01:00:00,18.77,1.44
2024-11-30 01:30:00,18.03,-3.96
2024-11-30 02:00:00,17.63,2.64
2024-11-30 02:30:00,17.69,3.94
2024-11-30 03:00:00,17.17,-1.44
2024-11-30 03:30:00,17.23,0.33
2024-11-30 04:00:00,17.31,1.3
2024-11-30 04:30:00,17.25,3.05
2024-11-30 05:00:00,16.72,-0.54
2024-11-30 05:30:00,16.32,0.88
2024-11-30 06:00:00,17.11,5.88
2024-11-30 06:30:00,16.87,4.37
2024-11-30 07:00:00,16.93,7.46
2024-11-30 07:30:00,17.11,4.05
2024-11-30 08:00:00,16.75,5.52
2024-11-30 08:30:00,16.55,9.51
2024-11-30 09:00:00,15.0,6.0
2024-11-30 09:30:00,15.26,9.77
2024-11-30 10:00:00,15.27,7.06
2024-11-30 10:30:00,15.97,6.66
2024-11-30 11:00:00,16.38,8.84
2024-11-30 11:30:00,16.2,4.32
2024-11-30 12:00:00,15.95,7.91
2024-11-30 12:30:00,15.95,3.53
2024-11-30 13:00:00,15.0,6.37
2024-11-30 13:30:00,15.37,5.62
2024-11-30 14:00:00,15.85,6.35
2024-11-30 14:30:00,16.21,5.83
2024-11-30 15:00:00,17.28,7.62
2024-11-30 15:30:00,18.83,5.34
2024-11-30 16:00:00,18.73,5.09
2024-11-30 16:30:00,19.03,5.41
2024-11-30 17:00:00,19.64,5.59
2024-11-30 17:30:00,19.42,6.45
2024-11-30 18:00:00,20.84,4.81
2024-11-30 18:30:00,20.64,2.49
2024-11-30 19:00:00,22.13,-0.06
2024-11-30 19:30:00,21.24,0.07
2024-11-30 20:00:00,22.05,0.62
2024-11-30 20:30:00,21.75,0.16
2024-11-30 21:00:00,21.3,4.62
2024-11-30 21:30:00,21.21,-0.07
2024-11-30 22:00:00,19.92,1.47
2024-11-30 22:30:00,19.86,1.2
2024-11-30 23:00:00,18.89,3.21
2024-11-30 23:30:00,19.88,-0.52
2024-12-01 00:00:00,19.57,2.98
2024-12-01 00:30:00,20.25,1.21
2024-12-01 01:00:00,19.72,2.6
2024-12-01 01:30:00,18.82,-2.47
2024-12-01 02:00:00,16.91,0.4
2024-12-01 02:30:00,16.45,-0.11
2024-12-01 03:00:00,16.32,1.64
2024-12-01 03:30:00,16.01,2.92
2024-12-01 04:00:00,15.86,4.05
2024-12-01 04:30:00,15.43,-0.04
2024-12-01 05:00:00,15.46,4.27
2024-12-01 05:30:00,15.06,1.08
2024-12-01 06:00:00,15.0,4.13
2024-12-01 06:30:00,15.4,0.22
2024-12-01 07:00:00,15.96,4.52
2024-12-01 07:30:00,16.28,7.69
2024-12-01 08:00:00,16.42,5.68
2024-12-01 08:30:00,16.31,10.44
2024-12-01 09:00:00,15.27,4.83
2024-12-01 09:30:00,15.3,10.19
2024-12-01 10:00:00,15.82,8.03
2024-12-01 10:30:00,15.49,0.39
2024-12-01 11:00:00,16.22,7.25
2024-12-01 11:30:00,16.19,6.14
2024-12-01 12:00:00,17.34,6.51
2024-12-01 12:30:00,16.14,7.69
2024-12-01 13:00:00,16.38,7.77
2024-12-01 13:30:00,17.29,7.61
2024-12-01 14:00:00,18.46,8.72
2024-12-01 14:30:00,19.75,9.13
2024-12-01 15:00:00,18.16,7.13
2024-12-01 15:30:00,18.26,5.04
2024-12-01 16:00:00,19.53,5.94
2024-12-01 16:30:00,20.14,6.84
2024-12-01 17:00:00,20.31,2.95
2024-12-01 17:30:00,20.08,2.22
2024-12-01 18:00:00,20.43,2.22
2024-12-01 18:30:00,21.02,7.76
2024-12-01 19:00:00,20.8,3.88
2024-12-01 19:30:00,21.24,2.85
2024-12-01 20:00:00,21.18,-1.8
2024-12-01 20:30:00,21.0,3.67
2024-12-01 21:00:00,21.86,1.13
2024-12-01 21:30:00,21.46,-1.86
2024-12-01 22:00:00,21.28,2.59
2024-12-01 22:30:00,20.96,-0.77
2024-12-01 23:00:00,19.89,0.82
2024-12-01 23:30:00,18.69,-1.91
2024-12-02 00:00:00,18.88,-3.41
2024-12-02 00:30:00,18.4,-2.57
2024-12-02 01:00:00,18.6,1.24
2024-12-02 01:30:00,17.51,-2.16
2024-12-02 02:00:00,16.66,-0.21
2024-12-02 02:30:00,16.6,0.73
2024-12-02 03:00:00,17.04,0.73
2024-12-02 03:30:00,16.99,-0.41
2024-12-02 04:00:00,16.67,5.07
2024-12-02 04:30:00,16.77,2.26
2024-12-02 05:00:00,16.7,2.24
2024-12-02 05:30:00,16.5,4.79
2024-12-02 06:00:00,16.36,2.68
2024-12-02 06:30:00,16.44,2.69
2024-12-02 07:00:00,16.81,5.7
2024-12-02 07:30:00,16.26,5.77
2024-12-02 08:00:00,16.64,5.57
2024-12-02 08:30:00,16.4,7.67
2024-12-02 09:00:00,16.09,4.61
2024-12-02 09:30:00,16.29,9.25
2024-12-02 10:00:00,16.7,7.94
2024-12-02 10:30:00,16.65,7.21
2024-12-02 11:00:00,17.91,10.53
2024-12-02 11:30:00,18.03,8.17
2024-12-02 12:00:00,17.06,5.43
2024-12-02 12:30:00,17.36,8.26
2024-12-02 13:00:00,18.37,6.4
2024-12-02 13:30:00,18.3,8.81
2024-12-02 14:00:00,17.96,9.17
2024-12-02 14:30:00,18.18,7.9
2024-12-02 15:00:00,18.37,9.11
2024-12-02 15:30:00,19.43,8.72
2024-12-02 16:00:00,19.13,6.36
2024-12-02 16:30:00,19.2,7.57
2024-12-02 17:00:00,19.18,7.2
2024-12-02 17:30:00,19.46,1.44
2024-12-02 18:00:00,19.97,3.05
2024-12-02 18:30:00,20.37,6.95
2024-12-02 19:00:00,21.52,6.59
2024-12-02 19:30:00,22.16,2.76
2024-12-02 20:00:00,20.81,-0.0
2024-12-02 20:30:00,21.45,2.75
2024-12-02 21:00:00,20.07,-0.94
2024-12-02 21:30:00,21.34,-1.02
2024-12-02 22:00:00,20.98,-0.75
2024-12-02 22:30:00,19.85,-0.44
2024-12-02 23:00:00,18.25,-2.91
2024-12-02 23:30:00,17.85,0.82
2024-12-03 00:00:00,18.21,-0.78
2024-12-03 00:30:00,18.06,-1.13
2024-12-03 01:00:00,19.18,-1.25
2024-12-03 01:30:00,17.25,-0.21
2024-12-03 02:00:00,16.1,-0.63
2024-12-03 02:30:00,16.94,-1.39
2024-12-03 03:00:00,16.22,-1.0
2024-12-03 03:30:00,15.82,4.6
2024-12-03 04:00:00,15.73,3.34
2024-12-03 04:30:00,15.06,2.75
2024-12-03 05:00:00,15.37,0.38
2024-12-03 05:30:00,15.2,4.2
2024-12-03 06:00:00,15.98,0.21
2024-12-03 06:30:00,15.58,2.58
2024-12-03 07:00:00,15.01,5.91
2024-12-03 07:30:00,16.21,5.95
2024-12-03 08:00:00,16.02,3.54
2024-12-03 08:30:00,15.83,6.99
2024-12-03 09:00:00,15.02,6.26
2024-12-03 09:30:00,15.0,2.03
2024-12-03 10:00:00,15.85,4.72
2024-12-03 10:30:00,15.91,5.45
2024-12-03 11:00:00,15.54,7.53
2024-12-03 11:30:00,16.07,3.78
2024-12-03 12:00:00,16.25,6.81
2024-12-03 12:30:00,15.93,3.25
2024-12-03 13:00:00,16.92,7.59
2024-12-03 13:30:00,16.88,7.5
2024-12-03 14:00:00,17.28,7.96
2024-12-03 14:30:00,16.94,8.82
2024-12-03 15:00:00,17.83,6.87
2024-12-03 15:30:00,17.33,3.66
2024-12-03 16:00:00,16.73,5.02
2024-12-03 16:30:00,17.21,3.86
2024-12-03 17:00:00,17.92,1.87
2024-12-03 17:30:00,18.27,5.88
2024-12-03 18:00:00,19.07,2.17
2024-12-03 18:30:00,19.5,2.08
2024-12-03 19:00:00,19.67,3.52
2024-12-03 19:30:00,19.35,1.38
2024-12-03 20:00:00,19.68,1.32
2024-12-03 20:30:00,19.69,0.18
2024-12-03 21:00:00,19.29,0.84
2024-12-03 21:30:00,18.86,3.09
2024-12-03 22:00:00,18.89,2.65
2024-12-03 22:30:00,19.64,-0.36
2024-12-03 23:00:00,19.52,-1.76
2024-12-03 23:30:00,19.67,-0.15
2024-12-04 00:00:00,19.79,-0.16
2024-12-04 00:30:00,19.69,-1.67
2024-12-04 01:00:00,19.86,-1.91
2024-12-04 01:30:00,18.61,1.42
2024-12-04 02:00:00,19.06,-0.94
2024-12-04 02:30:00,18.71,-1.01
2024-12-04 03:00:00,19.2,0.23
2024-12-04 03:30:00,18.07,-0.94
2024-12-04 04:00:00,18.42,2.26
2024-12-04 04:30:00,18.56,1.68
2024-12-04 05:00:00,17.38,0.83
2024-12-04 05:30:00,17.67,2.61
2024-12-04 06:00:00,18.37,7.22
2024-12-04 06:30:00,17.5,5.04
2024-12-04 07:00:00,16.56,6.65
2024-12-04 07:30:00,16.5,4.56
2024-12-04 08:00:00,16.71,8.37
2024-12-04 08:30:00,16.77,8.59
2024-12-04 09:00:00,15.91,4.31
2024-12-04 09:30:00,15.21,10.25
2024-12-04 10:00:00,16.13,4.35
2024-12-04 10:30:00,16.36,8.19
2024-12-04 11:00:00,16.82,4.47
2024-12-04 11:30:00,16.64,9.5
2024-12-04 12:00:00,16.63,8.78
2024-12-04 12:30:00,16.65,4.06
2024-12-04 13:00:00,17.57,9.61
2024-12-04 13:30:00,17.56,8.13
2024-12-04 14:00:00,17.7,6.03
2024-12-04 14:30:00,18.27,8.6
2024-12-04 15:00:00,19.22,6.85
2024-12-04 15:30:00,18.45,6.66
2024-12-04 16:00:00,18.78,3.9
2024-12-04 16:30:00,19.07,3.46
2024-12-04 17:00:00,19.66,1.57
2024-12-04 17:30:00,19.12,-0.12
2024-12-04 18:00:00,19.06,2.69
2024-12-04 18:30:00,19.22,3.1
2024-12-04 19:00:00,17.97,2.52
2024-12-04 19:30:00,18.08,4.32
2024-12-04 20:00:00,18.55,5.54
2024-12-04 20:30:00,18.99,-1.52
2024-12-04 21:00:00,17.9,-0.77
2024-12-04 21:30:00,18.39,-4.07
2024-12-04 22:00:00,18.1,0.03
2024-12-04 22:30:00,18.18,0.1
2024-12-04 23:00:00,18.08,-1.82
2024-12-04 23:30:00,18.69,1.84
2024-12-05 00:00:00,18.79,-2.71
2024-12-05 00:30:00,18.61,-2.8
2024-12-05 01:00:00,19.71,-0.15
2024-12-05 01:30:00,18.43,-3.09
2024-12-05 02:00:00,18.15,-0.36
2024-12-05 02:30:00,17.19,-1.27
2024-12-05 03:00:00,16.84,-0.96
2024-12-05 03:30:00,16.32,1.03
2024-12-05 04:00:00,15.12,-0.42
2024-12-05 04:30:00,15.0,0.39
2024-12-05 05:00:00,15.0,-1.51
2024-12-05 05:30:00,15.0,4.78
2024-12-05 06:00:00,15.42,5.59
2024-12-05 06:30:00,15.6,5.15
2024-12-05 07:00:00,15.62,4.07
2024-12-05 07:30:00,15.0,8.65
2024-12-05 08:00:00,15.29,5.09
2024-12-05 08:30:00,15.86,4.71
2024-12-05 09:00:00,16.78,5.12
2024-12-05 09:30:00,17.04,5.53
2024-12-05 10:00:00,16.61,7.5
2024-12-05 10:30:00,17.55,10.31
2024-12-05 11:00:00,17.8,5.25
2024-12-05 11:30:00,17.52,5.6
2024-12-05 12:00:00,17.49,8.03
2024-12-05 12:30:00,16.74,5.26
2024-12-05 13:00:00,16.83,8.01
2024-12-05 13:30:00,17.72,5.55
2024-12-05 14:00:00,16.97,7.39
2024-12-05 14:30:00,17.73,5.67
2024-12-05 15:00:00,18.5,5.12
2024-12-05 15:30:00,17.99,8.87
2024-12-05 16:00:00,17.75,7.07
2024-12-05 16:30:00,16.37,7.8
2024-12-05 17:00:00,17.21,4.07
2024-12-05 17:30:00,18.96,4.49
2024-12-05 18:00:00,19.43,6.54
2024-12-05 18:30:00,20.43,4.49
2024-12-05 19:00:00,20.21,1.31
2024-12-05 19:30:00,20.18,2.08
2024-12-05 20:00:00,20.27,3.35
2024-12-05 20:30:00,21.56,2.38
2024-12-05 21:00:00,21.67,0.63
2024-12-05 21:30:00,21.72,-3.42
2024-12-05 22:00:00,21.01,-0.66
2024-12-05 22:30:00,20.34,-0.4
2024-12-05 23:00:00,19.8,-3.28
2024-12-05 23:30:00,19.63,2.21
2024-12-06 00:00:00,20.54,-0.67
2024-12-06 00:30:00,21.83,-0.27
2024-12-06 01:00:00,20.93,-2.24
2024-12-06 01:30:00,20.32,-0.17
2024-12-06 02:00:00,20.0,5.21
2024-12-06 02:30:00,18.59,-1.95
2024-12-06 03:00:00,16.78,-3.14
2024-12-06 03:30:00,15.71,-1.53
2024-12-06 04:00:00,15.0,2.01
2024-12-06 04:30:00,15.72,-0.77
2024-12-06 05:00:00,15.09,-3.11
2024-12-06 05:30:00,15.0,2.57
2024-12-06 06:00:00,15.1,2.6
2024-12-06 06:30:00,15.91,4.94
2024-12-06 07:00:00,15.05,1.6
2024-12-06 07:30:00,15.53,4.54
