Timestamp,Temperature_Celsius(°C),External_Temp(°C)
2024-11-30 00:00:00,19.77,-3.36
2024-11-30 00:30:00,19.12,1.42
2024-11-30 01:00:00,18.15,-0.66
2024-11-30 01:30:00,17.53,3.95
2024-11-30 02:00:00,16.96,-1.21
2024-11-30 02:30:00,17.04,-0.67
2024-11-30 03:00:00,16.89,3.6
2024-11-30 03:30:00,16.28,0.86
2024-11-30 04:00:00,16.74,-0.14
2024-11-30 04:30:00,16.66,6.03
2024-11-30 05:00:00,16.01,-0.83
2024-11-30 05:30:00,16.31,4.32
2024-11-30 06:00:00,15.77,4.95
2024-11-30 06:30:00,15.0,3.43
2024-11-30 07:00:00,15.0,6.46
2024-11-30 07:30:00,15.32,7.56
2024-11-30 08:00:00,15.19,2.32
2024-11-30 08:30:00,15.84,7.87
2024-11-30 09:00:00,15.06,5.21
2024-11-30 09:30:00,15.0,6.71
2024-11-30 10:00:00,15.0,5.62
2024-11-30 10:30:00,15.0,8.55
2024-11-30 11:00:00,15.39,5.19
2024-11-30 11:30:00,16.26,7.62
2024-11-30 12:00:00,17.55,5.95
2024-11-30 12:30:00,17.2,7.06
2024-11-30 13:00:00,16.43,9.07
2024-11-30 13:30:00,16.62,5.69
2024-11-30 14:00:00,18.02,7.26
2024-11-30 14:30:00,18.66,5.91
2024-11-30 15:00:00,19.42,6.65
2024-11-30 15:30:00,19.42,2.76
2024-11-30 16:00:00,19.74,5.37
2024-11-30 16:30:00,19.22,6.58
2024-11-30 17:00:00,18.89,4.3
2024-11-30 17:30:00,19.67,4.2
2024-11-30 18:00:00,19.94,3.64
2024-11-30 18:30:00,18.59,2.37
2024-11-30 19:00:00,18.82,4.4
2024-11-30 19:30:00,19.62,-0.75
2024-11-30 20:00:00,19.59,0.13
2024-11-30 20:30:00,19.47,3.06
2024-11-30 21:00:00,19.13,-1.05
2024-11-30 21:30:00,19.62,1.7
2024-11-30 22:00:00,20.39,1.62
2024-11-30 22:30:00,21.67,0.11
2024-11-30 23:00:00,20.87,0.03
2024-11-30 23:30:00,20.26,0.51
2024-12-01 00:00:00,19.41,-4.61
2024-12-01 00:30:00,18.2,-1.23
2024-12-01 01:00:00,18.34,-2.08
2024-12-01 01:30:00,19.1,-0.14
2024-12-01 02:00:00,18.31,3.25
2024-12-01 02:30:00,17.7,1.53
2024-12-01 03:00:00,17.56,-2.23
2024-12-01 03:30:00,17.16,1.94
2024-12-01 04:00:00,16.14,2.01
2024-12-01 04:30:00,15.7,2.95
2024-12-01 05:00:00,15.0,-0.33
2024-12-01 05:30:00,15.04,2.77
2024-12-01 06:00:00,15.28,4.84
2024-12-01 06:30:00,15.0,3.41
2024-12-01 07:00:00,15.67,5.64
2024-12-01 07:30:00,16.23,7.11
2024-12-01 08:00:00,15.84,6.81
2024-12-01 08:30:00,15.92,8.57
2024-12-01 09:00:00,16.84,6.52
2024-12-01 09:30:00,16.42,9.37
2024-12-01 10:00:00,15.71,5.53
2024-12-01 10:30:00,15.07,4.75
2024-12-01 11:00:00,15.0,8.82
2024-12-01 11:30:00,15.0,7.77
2024-12-01 12:00:00,16.0,11.07
2024-12-01 12:30:00,16.96,10.83
2024-12-01 13:00:00,16.99,1.46
2024-12-01 13:30:00,17.18,5.61
2024-12-01 14:00:00,17.12,7.92
2024-12-01 14:30:00,16.46,8.4
2024-12-01 15:00:00,17.3,6.69
2024-12-01 15:30:00,17.0,5.89
2024-12-01 16:00:00,17.13,6.5
2024-12-01 16:30:00,18.15,7.37
2024-12-01 17:00:00,17.62,2.42
2024-12-01 17:30:00,18.75,5.57
2024-12-01 18:00:00,19.45,3.25
2024-12-01 18:30:00,19.68,3.54
2024-12-01 19:00:00,19.99,1.26
2024-12-01 19:30:00,18.82,2.37
2024-12-01 20:00:00,19.54,3.84
2024-12-01 20:30:00,19.81,3.96
2024-12-01 21:00:00,19.3,4.25
2024-12-01 21:30:00,18.47,-1.51
2024-12-01 22:00:00,18.57,0.99
2024-12-01 22:30:00,18.82,-1.78
2024-12-01 23:00:00,18.09,2.85
2024-12-01 23:30:00,18.15,-0.42
2024-12-02 00:00:00,17.43,-0.56
2024-12-02 00:30:00,16.96,-0.3
2024-12-02 01:00:00,16.74,-0.73
2024-12-02 01:30:00,17.08,-0.2
2024-12-02 02:00:00,16.51,-0.72
2024-12-02 02:30:00,16.14,0.15
2024-12-02 03:00:00,16.29,0.68
2024-12-02 03:30:00,16.17,-0.02
2024-12-02 04:00:00,15.57,0.72
2024-12-02 04:30:00,15.55,1.16
2024-12-02 05:00:00,16.32,0.93
2024-12-02 05:30:00,16.2,0.89
2024-12-02 06:00:00,15.92,1.55
2024-12-02 06:30:00,16.65,7.86
2024-12-02 07:00:00,15.93,6.06
2024-12-02 07:30:00,16.36,6.29
2024-12-02 08:00:00,16.45,4.27
2024-12-02 08:30:00,16.51,6.31
2024-12-02 09:00:00,16.84,5.87
2024-12-02 09:30:00,17.06,3.64
2024-12-02 10:00:00,16.81,4.62
2024-12-02 10:30:00,16.38,9.41
2024-12-02 11:00:00,16.85,7.42
2024-12-02 11:30:00,16.66,6.05
2024-12-02 12:00:00,17.25,6.97
2024-12-02 12:30:00,16.36,7.9
2024-12-02 13:00:00,17.17,9.62
2024-12-02 13:30:00,18.96,8.26
2024-12-02 14:00:00,19.28,7.74
2024-12-02 14:30:00,19.52,4.29
2024-12-02 15:00:00,18.91,7.45
2024-12-02 15:30:00,19.09,4.98
2024-12-02 16:00:00,19.27,4.76
2024-12-02 16:30:00,19.49,3.84
2024-12-02 17:00:00,20.17,7.73
2024-12-02 17:30:00,21.1,4.92
2024-12-02 18:00:00,21.05,4.47
2024-12-02 18:30:00,20.96,5.98
2024-12-02 19:00:00,21.38,0.82
2024-12-02 19:30:00,21.34,1.7
2024-12-02 20:00:00,20.53,-0.44
2024-12-02 20:30:00,20.18,0.44
2024-12-02 21:00:00,19.09,1.68
2024-12-02 21:30:00,19.15,0.8
2024-12-02 22:00:00,20.38,2.15
2024-12-02 22:30:00,20.09,3.09
2024-12-02 23:00:00,19.5,0.79
2024-12-02 23:30:00,19.35,-0.68
2024-12-03 00:00:00,18.88,-1.38
2024-12-03 00:30:00,18.12,-0.9
2024-12-03 01:00:00,17.83,1.35
2024-12-03 01:30:00,17.49,0.94
2024-12-03 02:00:00,18.05,0.24
2024-12-03 02:30:00,16.85,-1.87
2024-12-03 03:00:00,17.1,1.95
2024-12-03 03:30:00,17.35,0.37
2024-12-03 04:00:00,17.29,2.25
2024-12-03 04:30:00,17.36,0.66
2024-12-03 05:00:00,16.54,2.24
2024-12-03 05:30:00,16.84,5.62
2024-12-03 06:00:00,16.58,7.17
2024-12-03 06:30:00,16.43,4.59
2024-12-03 07:00:00,15.21,6.86
2024-12-03 07:30:00,15.69,3.44
2024-12-03 08:00:00,15.66,2.84
2024-12-03 08:30:00,15.75,6.4
2024-12-03 09:00:00,15.74,7.0
2024-12-03 09:30:00,15.25,8.16
2024-12-03 10:00:00,15.42,6.59
2024-12-03 10:30:00,16.2,8.4
2024-12-03 11:00:00,16.26,9.7
2024-12-03 11:30:00,17.39,9.28
2024-12-03 12:00:00,16.89,11.04
2024-12-03 12:30:00,16.89,7.18
2024-12-03 13:00:00,17.93,7.52
2024-12-03 13:30:00,17.9,8.26
2024-12-03 14:00:00,17.1,6.24
2024-12-03 14:30:00,18.0,7.32
2024-12-03 15:00:00,18.96,6.97
2024-12-03 15:30:00,17.85,9.22
2024-12-03 16:00:00,17.96,6.58
2024-12-03 16:30:00,18.34,7.63
2024-12-03 17:00:00,18.04,0.14
2024-12-03 17:30:00,18.51,4.37
2024-12-03 18:00:00,20.11,2.12
2024-12-03 18:30:00,19.4,4.85
2024-12-03 19:00:00,21.03,0.33
2024-12-03 19:30:00,20.35,2.8
2024-12-03 20:00:00,19.21,-4.67
2024-12-03 20:30:00,18.91,2.31
2024-12-03 21:00:00,19.42,-1.39
2024-12-03 21:30:00,19.73,-1.67
2024-12-03 22:00:00,20.05,2.92
2024-12-03 22:30:00,19.75,-4.61
2024-12-03 23:00:00,19.01,0.53
2024-12-03 23:30:00,19.58,-5.9
2024-12-04 00:00:00,18.97,0.16
2024-12-04 00:30:00,20.07,0.19
2024-12-04 01:00:00,19.28,-2.23
2024-12-04 01:30:00,18.73,-1.09
2024-12-04 02:00:00,17.66,-0.27
2024-12-04 02:30:00,16.69,-1.38
2024-12-04 03:00:00,17.0,-4.42
2024-12-04 03:30:00,16.43,1.41
2024-12-04 04:00:00,15.45,1.49
2024-12-04 04:30:00,16.06,-1.61
2024-12-04 05:00:00,15.84,1.95
2024-12-04 05:30:00,15.6,4.72
2024-12-04 06:00:00,15.28,1.99
2024-12-04 06:30:00,16.5,8.74
2024-12-04 07:00:00,17.44,4.67
2024-12-04 07:30:00,16.05,4.31
2024-12-04 08:00:00,15.7,6.85
2024-12-04 08:30:00,15.39,6.97
2024-12-04 09:00:00,15.85,9.13
2024-12-04 09:30:00,15.97,4.61
2024-12-04 10:00:00,15.13,7.83
2024-12-04 10:30:00,15.0,8.23
2024-12-04 11:00:00,15.0,8.22
2024-12-04 11:30:00,15.56,7.01
2024-12-04 12:00:00,16.12,7.11
2024-12-04 12:30:00,15.91,7.74
2024-12-04 13:00:00,16.21,3.88
2024-12-04 13:30:00,16.93,3.8
2024-12-04 14:00:00,16.89,6.86
2024-12-04 14:30:00,17.47,6.54
2024-12-04 15:00:00,17.42,7.78
2024-12-04 15:30:00,18.26,10.55
2024-12-04 16:00:00,18.58,2.78
2024-12-04 16:30:00,18.49,5.06
2024-12-04 17:00:00,19.46,5.52
2024-12-04 17:30:00,18.52,2.15
2024-12-04 18:00:00,19.04,2.85
2024-12-04 18:30:00,19.04,1.64
2024-12-04 19:00:00,19.47,2.86
2024-12-04 19:30:00,18.85,-0.4
2024-12-04 20:00:00,18.37,-0.18
2024-12-04 20:30:00,18.81,2.13
2024-12-04 21:00:00,19.6,5.65
2024-12-04 21:30:00,18.99,-2.49
2024-12-04 22:00:00,18.99,-3.55
2024-12-04 22:30:00,17.81,-3.05
2024-12-04 23:00:00,17.27,-2.64
2024-12-04 23:30:00,16.74,-0.4
2024-12-05 00:00:00,16.96,1.81
2024-12-05 00:30:00,17.19,-2.21
2024-12-05 01:00:00,15.9,-0.79
2024-12-05 01:30:00,15.82,-0.7
2024-12-05 02:00:00,15.25,1.38
2024-12-05 02:30:00,15.0,-1.84
2024-12-05 03:00:00,15.12,2.6
2024-12-05 03:30:00,15.98,0.11
2024-12-05 04:00:00,16.31,0.62
2024-12-05 04:30:00,15.67,1.65
2024-12-05 05:00:00,15.0,4.25
2024-12-05 05:30:00,15.02,2.63
2024-12-05 06:00:00,15.0,1.87
2024-12-05 06:30:00,15.37,0.45
2024-12-05 07:00:00,15.79,3.81
2024-12-05 07:30:00,15.58,8.57
2024-12-05 08:00:00,16.23,10.35
2024-12-05 08:30:00,17.37,7.18
2024-12-05 09:00:00,17.22,8.39
2024-12-05 09:30:00,17.15,4.47
2024-12-05 10:00:00,16.91,6.59
2024-12-05 10:30:00,16.52,8.08
2024-12-05 11:00:00,15.93,8.03
2024-12-05 11:30:00,15.46,8.74
2024-12-05 12:00:00,15.54,7.29
2024-12-05 12:30:00,17.01,5.42
2024-12-05 13:00:00,17.52,7.71
2024-12-05 13:30:00,17.47,8.66
2024-12-05 14:00:00,16.42,3.97
2024-12-05 14:30:00,16.76,5.34
2024-12-05 15:00:00,16.41,5.75
2024-12-05 15:30:00,15.99,6.72
2024-12-05 16:00:00,16.1,5.69
2024-12-05 16:30:00,17.05,3.75
2024-12-05 17:00:00,17.55,2.4
2024-12-05 17:30:00,18.06,-0.23
2024-12-05 18:00:00,18.48,5.72
2024-12-05 18:30:00,19.41,2.18
2024-12-05 19:00:00,19.47,4.44
2024-12-05 19:30:00,18.7,0.62
2024-12-05 20:00:00,20.16,0.54
2024-12-05 20:30:00,19.76,-2.36
2024-12-05 21:00:00,20.39,-5.32
2024-12-05 21:30:00,20.48,0.94
2024-12-05 22:00:00,20.57,-0.62
2024-12-05 22:30:00,20.91,-1.28
2024-12-05 23:00:00,20.47,-3.91
2024-12-05 23:30:00,18.85,-4.07
2024-12-06 00:00:00,18.66,1.84
2024-12-06 00:30:00,19.68,-2.66
2024-12-06 01:00:00,18.56,-0.61
2024-12-06 01:30:00,16.63,-0.34
2024-12-06 02:00:00,16.48,-3.23
2024-12-06 02:30:00,17.93,-3.83
2024-12-06 03:00:00,18.0,5.25
2024-12-06 03:30:00,16.89,2.1
2024-12-06 04:00:00,16.41,1.77
2024-12-06 04:30:00,15.78,3.72
2024-12-06 05:00:00,15.93,3.42
