Timestamp,Temperature_Celsius(°C),External_Temp(°C)
2024-11-30 00:00:00,19.96,0.71
2024-11-30 00:30:00,18.52,0.0
2024-11-30 01:00:00,18.36,0.25
2024-11-30 01:30:00,17.36,1.88
2024-11-30 02:00:00,18.24,0.73
2024-11-30 02:30:00,17.82,2.69
2024-11-30 03:00:00,18.06,3.26
2024-11-30 03:30:00,16.94,-2.71
2024-11-30 04:00:00,16.49,3.34
2024-11-30 04:30:00,16.57,3.81
2024-11-30 05:00:00,17.04,0.5
2024-11-30 05:30:00,17.13,3.04
2024-11-30 06:00:00,17.47,3.95
2024-11-30 06:30:00,17.9,2.66
2024-11-30 07:00:00,17.58,-2.4
2024-11-30 07:30:00,16.49,5.12
2024-11-30 08:00:00,16.6,6.25
2024-11-30 08:30:00,17.28,3.47
2024-11-30 09:00:00,17.49,3.13
2024-11-30 09:30:00,17.08,9.26
2024-11-30 10:00:00,16.65,8.67
2024-11-30 10:30:00,15.77,8.83
2024-11-30 11:00:00,16.19,7.6
2024-11-30 11:30:00,15.9,10.16
2024-11-30 12:00:00,16.32,6.98
2024-11-30 12:30:00,17.04,5.93
2024-11-30 13:00:00,16.74,10.05
2024-11-30 13:30:00,16.73,6.94
2024-11-30 14:00:00,16.35,3.27
2024-11-30 14:30:00,16.57,8.47
2024-11-30 15:00:00,16.91,7.34
2024-11-30 15:30:00,17.84,5.38
2024-11-30 16:00:00,19.35,10.6
2024-11-30 16:30:00,19.76,5.7
2024-11-30 17:00:00,18.54,5.8
2024-11-30 17:30:00,19.19,1.39
2024-11-30 18:00:00,21.14,7.08
2024-11-30 18:30:00,21.57,5.76
2024-11-30 19:00:00,21.14,2.7
2024-11-30 19:30:00,20.29,1.54
2024-11-30 20:00:00,20.37,2.59
2024-11-30 20:30:00,20.94,0.21
2024-11-30 21:00:00,20.15,1.5
2024-11-30 21:30:00,19.7,-1.37
2024-11-30 22:00:00,20.56,-5.77
2024-11-30 22:30:00,19.87,3.74
2024-11-30 23:00:00,19.59,-1.63
2024-11-30 23:30:00,20.05,0.08
2024-12-01 00:00:00,19.08,-2.96
2024-12-01 00:30:00,18.45,-2.01
2024-12-01 01:00:00,18.38,-1.59
2024-12-01 01:30:00,17.79,2.67
2024-12-01 02:00:00,17.37,-0.4
2024-12-01 02:30:00,17.32,1.61
2024-12-01 03:00:00,17.04,2.79
2024-12-01 03:30:00,16.8,1.56
2024-12-01 04:00:00,16.82,3.81
2024-12-01 04:30:00,16.66,3.0
2024-12-01 05:00:00,16.13,1.98
2024-12-01 05:30:00,16.35,3.36
2024-12-01 06:00:00,16.46,6.14
2024-12-01 06:30:00,16.09,4.3
2024-12-01 07:00:00,16.44,3.24
2024-12-01 07:30:00,15.22,0.56
2024-12-01 08:00:00,16.64,7.76
2024-12-01 08:30:00,17.1,6.62
2024-12-01 09:00:00,16.53,9.96
2024-12-01 09:30:00,16.28,5.96
2024-12-01 10:00:00,17.1,6.0
2024-12-01 10:30:00,16.73,4.48
2024-12-01 11:00:00,17.07,9.52
2024-12-01 11:30:00,16.46,7.59
2024-12-01 12:00:00,16.79,8.85
2024-12-01 12:30:00,15.84,9.53
2024-12-01 13:00:00,16.76,8.48
2024-12-01 13:30:00,16.51,7.6
2024-12-01 14:00:00,18.05,8.49
2024-12-01 14:30:00,18.8,7.14
2024-12-01 15:00:00,20.26,5.04
2024-12-01 15:30:00,19.58,6.4
2024-12-01 16:00:00,18.79,6.12
2024-12-01 16:30:00,19.2,4.68
2024-12-01 17:00:00,19.25,6.96
2024-12-01 17:30:00,19.65,3.36
2024-12-01 18:00:00,20.32,2.68
2024-12-01 18:30:00,19.72,3.63
2024-12-01 19:00:00,19.56,2.88
2024-12-01 19:30:00,19.48,2.31
2024-12-01 20:00:00,20.77,3.64
2024-12-01 20:30:00,20.38,0.92
2024-12-01 21:00:00,19.82,3.27
2024-12-01 21:30:00,20.12,-2.4
2024-12-01 22:00:00,19.55,1.43
2024-12-01 22:30:00,19.42,-0.78
2024-12-01 23:00:00,18.92,-5.32
2024-12-01 23:30:00,19.42,0.35
2024-12-02 00:00:00,20.34,-1.47
2024-12-02 00:30:00,19.96,-1.66
2024-12-02 01:00:00,19.76,1.61
2024-12-02 01:30:00,19.37,-1.91
2024-12-02 02:00:00,18.02,1.69
2024-12-02 02:30:00,17.08,-1.03
2024-12-02 03:00:00,15.9,-0.49
2024-12-02 03:30:00,15.74,0.02
2024-12-02 04:00:00,15.48,1.3
2024-12-02 04:30:00,15.7,2.52
2024-12-02 05:00:00,15.0,-0.25
2024-12-02 05:30:00,15.98,3.0
2024-12-02 06:00:00,16.99,1.73
2024-12-02 06:30:00,16.6,6.26
2024-12-02 07:00:00,16.06,4.27
2024-12-02 07:30:00,17.06,1.25
2024-12-02 08:00:00,16.27,4.92
2024-12-02 08:30:00,16.3,4.05
2024-12-02 09:00:00,16.99,4.07
2024-12-02 09:30:00,17.29,4.2
2024-12-02 10:00:00,16.64,8.76
2024-12-02 10:30:00,16.37,9.13
2024-12-02 11:00:00,17.74,6.21
2024-12-02 11:30:00,17.77,8.72
2024-12-02 12:00:00,17.09,7.04
2024-12-02 12:30:00,16.53,6.83
2024-12-02 13:00:00,16.86,11.32
2024-12-02 13:30:00,18.27,5.96
2024-12-02 14:00:00,17.77,4.88
2024-12-02 14:30:00,18.17,4.46
2024-12-02 15:00:00,17.61,6.47
2024-12-02 15:30:00,17.4,4.41
2024-12-02 16:00:00,16.52,1.84
2024-12-02 16:30:00,17.39,7.5
2024-12-02 17:00:00,18.26,2.12
2024-12-02 17:30:00,19.04,3.05
2024-12-02 18:00:00,19.25,3.76
2024-12-02 18:30:00,20.66,3.13
2024-12-02 19:00:00,20.57,3.97
2024-12-02 19:30:00,20.41,0.85
2024-12-02 20:00:00,21.02,-1.22
2024-12-02 20:30:00,20.64,1.95
2024-12-02 21:00:00,21.64,0.51
2024-12-02 21:30:00,21.32,-0.61
2024-12-02 22:00:00,21.02,1.46
2024-12-02 22:30:00,20.35,-0.56
2024-12-02 23:00:00,19.05,4.03
2024-12-02 23:30:00,18.82,-1.52
2024-12-03 00:00:00,18.46,-1.97
2024-12-03 00:30:00,17.79,-0.31
2024-12-03 01:00:00,18.72,4.07
2024-12-03 01:30:00,19.01,1.75
2024-12-03 02:00:00,19.19,0.81
2024-12-03 02:30:00,18.85,3.29
2024-12-03 03:00:00,18.71,2.64
2024-12-03 03:30:00,18.21,1.5
2024-12-03 04:00:00,17.16,-0.17
2024-12-03 04:30:00,16.55,-0.24
2024-12-03 05:00:00,15.17,1.98
2024-12-03 05:30:00,15.0,1.93
2024-12-03 06:00:00,15.0,2.22
2024-12-03 06:30:00,15.01,3.08
2024-12-03 07:00:00,15.27,5.77
2024-12-03 07:30:00,15.0,4.12
2024-12-03 08:00:00,15.0,2.91
2024-12-03 08:30:00,15.0,4.29
2024-12-03 09:00:00,15.26,8.02
2024-12-03 09:30:00,15.97,5.79
2024-12-03 10:00:00,15.95,3.13
