Timestamp,Temperature_Celsius(°C),External_Temp(°C)
2024-11-30 00:00:00,18.84,-1.26
2024-11-30 00:30:00,18.74,-1.49
2024-11-30 01:00:00,18.74,-0.24
2024-11-30 01:30:00,17.99,-1.74
2024-11-30 02:00:00,18.03,6.56
2024-11-30 02:30:00,17.38,0.67
2024-11-30 03:00:00,17.0,0.75
2024-11-30 03:30:00,16.01,-1.18
2024-11-30 04:00:00,16.51,4.0
2024-11-30 04:30:00,15.53,4.43
2024-11-30 05:00:00,15.82,3.28
2024-11-30 05:30:00,15.19,0.83
2024-11-30 06:00:00,15.0,3.74
2024-11-30 06:30:00,15.1,4.53
2024-11-30 07:00:00,15.0,6.24
2024-11-30 07:30:00,15.0,8.96
2024-11-30 08:00:00,15.24,5.99
2024-11-30 08:30:00,15.35,9.58
2024-11-30 09:00:00,15.57,5.85
2024-11-30 09:30:00,15.44,4.89
2024-11-30 10:00:00,15.66,7.83
2024-11-30 10:30:00,15.8,12.43
2024-11-30 11:00:00,16.08,6.57
2024-11-30 11:30:00,17.04,7.05
2024-11-30 12:00:00,18.05,7.03
2024-11-30 12:30:00,17.68,7.26
2024-11-30 13:00:00,16.6,6.48
2024-11-30 13:30:00,16.73,7.6
2024-11-30 14:00:00,16.32,5.23
2024-11-30 14:30:00,16.8,6.95
2024-11-30 15:00:00,17.21,8.59
2024-11-30 15:30:00,17.63,9.1
2024-11-30 16:00:00,19.22,3.73
2024-11-30 16:30:00,19.6,7.23
2024-11-30 17:00:00,19.59,3.12
2024-11-30 17:30:00,20.41,8.31
2024-11-30 18:00:00,20.3,4.27
2024-11-30 18:30:00,19.66,3.01
2024-11-30 19:00:00,20.31,5.3
2024-11-30 19:30:00,20.0,1.88
2024-11-30 20:00:00,19.51,2.71
2024-11-30 20:30:00,20.15,-0.66
2024-11-30 21:00:00,20.38,2.93
2024-11-30 21:30:00,20.47,3.42
2024-11-30 22:00:00,19.73,-3.53
2024-11-30 22:30:00,20.21,-1.48
2024-11-30 23:00:00,19.31,0.97
2024-11-30 23:30:00,19.11,-2.39
2024-12-01 00:00:00,18.67,1.63
2024-12-01 00:30:00,19.07,-0.01
2024-12-01 01:00:00,18.92,-4.24
2024-12-01 01:30:00,17.35,0.2
2024-12-01 02:00:00,17.19,-0.73
2024-12-01 02:30:00,16.96,-2.22
2024-12-01 03:00:00,17.15,-2.12
2024-12-01 03:30:00,17.46,3.87
2024-12-01 04:00:00,16.8,1.75
2024-12-01 04:30:00,16.62,-0.54
2024-12-01 05:00:00,16.52,3.62
2024-12-01 05:30:00,16.63,6.51
2024-12-01 06:00:00,17.63,3.98
2024-12-01 06:30:00,16.98,2.7
2024-12-01 07:00:00,16.9,3.8
2024-12-01 07:30:00,17.08,7.66
2024-12-01 08:00:00,15.82,3.63
2024-12-01 08:30:00,16.3,8.81
2024-12-01 09:00:00,15.0,5.01
2024-12-01 09:30:00,15.39,9.32
2024-12-01 10:00:00,15.47,6.22
2024-12-01 10:30:00,15.36,10.63
2024-12-01 11:00:00,15.24,7.52
2024-12-01 11:30:00,16.23,6.0
2024-12-01 12:00:00,16.49,9.02
2024-12-01 12:30:00,16.63,5.86
2024-12-01 13:00:00,16.5,8.28
2024-12-01 13:30:00,16.84,4.9
2024-12-01 14:00:00,16.81,6.66
2024-12-01 14:30:00,17.69,4.78
2024-12-01 15:00:00,18.17,5.8
2024-12-01 15:30:00,18.34,4.38
2024-12-01 16:00:00,17.99,5.59
2024-12-01 16:30:00,18.17,6.98
2024-12-01 17:00:00,18.31,4.86
2024-12-01 17:30:00,17.41,4.28
2024-12-01 18:00:00,18.62,7.01
2024-12-01 18:30:00,19.11,3.98
2024-12-01 19:00:00,20.6,3.99
2024-12-01 19:30:00,20.7,1.73
2024-12-01 20:00:00,20.39,1.65
2024-12-01 20:30:00,21.07,-1.83
2024-12-01 21:00:00,20.51,0.96
2024-12-01 21:30:00,20.36,-3.77
2024-12-01 22:00:00,20.29,-2.02
2024-12-01 22:30:00,20.62,-1.39
2024-12-01 23:00:00,19.3,0.78
2024-12-01 23:30:00,19.06,2.7
2024-12-02 00:00:00,19.17,-2.76
2024-12-02 00:30:00,18.7,1.93
2024-12-02 01:00:00,17.88,1.01
2024-12-02 01:30:00,17.23,2.62
2024-12-02 02:00:00,17.69,-2.15
2024-12-02 02:30:00,17.66,0.76
2024-12-02 03:00:00,16.72,1.13
2024-12-02 03:30:00,17.47,0.55
2024-12-02 04:00:00,16.69,6.18
2024-12-02 04:30:00,16.74,2.88
2024-12-02 05:00:00,16.31,2.74
2024-12-02 05:30:00,15.0,3.04
2024-12-02 06:00:00,15.0,4.92
2024-12-02 06:30:00,15.0,2.15
2024-12-02 07:00:00,15.64,5.79
2024-12-02 07:30:00,15.59,5.03
2024-12-02 08:00:00,15.71,6.55
2024-12-02 08:30:00,15.44,6.25
2024-12-02 09:00:00,15.11,9.41
2024-12-02 09:30:00,15.0,8.36
2024-12-02 10:00:00,15.0,8.1
2024-12-02 10:30:00,15.52,5.25
2024-12-02 11:00:00,15.89,11.47
2024-12-02 11:30:00,15.26,10.38
2024-12-02 12:00:00,15.25,8.02
2024-12-02 12:30:00,15.48,8.68
2024-12-02 13:00:00,15.21,5.13
2024-12-02 13:30:00,15.54,8.73
2024-12-02 14:00:00,16.88,9.12
2024-12-02 14:30:00,17.25,7.02
2024-12-02 15:00:00,18.16,6.2
2024-12-02 15:30:00,18.16,6.8
2024-12-02 16:00:00,17.65,5.84
2024-12-02 16:30:00,18.38,5.28
2024-12-02 17:00:00,18.61,7.02
