Timestamp,Temperature_Celsius(°C),External_Temp(°C)
2024-11-30 00:00:00,19.85,-4.65
2024-11-30 00:30:00,18.31,-1.78
2024-11-30 01:00:00,17.99,1.31
2024-11-30 01:30:00,17.72,2.03
2024-11-30 02:00:00,17.29,-1.23
2024-11-30 02:30:00,15.48,3.05
2024-11-30 03:00:00,15.71,1.97
2024-11-30 03:30:00,15.0,-2.07
2024-11-30 04:00:00,15.9,1.03
2024-11-30 04:30:00,16.0,3.68
2024-11-30 05:00:00,15.83,2.37
2024-11-30 05:30:00,15.0,2.28
2024-11-30 06:00:00,15.7,0.19
2024-11-30 06:30:00,15.68,4.25
2024-11-30 07:00:00,16.56,4.02
2024-11-30 07:30:00,17.32,6.08
2024-11-30 08:00:00,16.7,6.82
2024-11-30 08:30:00,17.44,4.32
2024-11-30 09:00:00,16.55,5.04
2024-11-30 09:30:00,15.58,9.02
2024-11-30 10:00:00,15.15,5.25
2024-11-30 10:30:00,15.0,5.25
2024-11-30 11:00:00,15.0,5.91
2024-11-30 11:30:00,15.6,8.62
2024-11-30 12:00:00,16.13,9.4
2024-11-30 12:30:00,16.16,9.64
2024-11-30 13:00:00,16.51,8.45
2024-11-30 13:30:00,16.5,9.58
2024-11-30 14:00:00,16.76,5.88
2024-11-30 14:30:00,16.53,6.12
2024-11-30 15:00:00,16.9,6.8
2024-11-30 15:30:00,17.25,9.45
2024-11-30 16:00:00,16.71,5.25
2024-11-30 16:30:00,17.65,3.28
2024-11-30 17:00:00,17.51,1.01
2024-11-30 17:30:00,18.34,3.13
2024-11-30 18:00:00,19.01,6.51
2024-11-30 18:30:00,18.55,3.82
2024-11-30 19:00:00,18.29,2.12
2024-11-30 19:30:00,18.82,-0.4
2024-11-30 20:00:00,19.64,-1.84
2024-11-30 20:30:00,20.24,0.45
2024-11-30 21:00:00,19.75,-1.11
2024-11-30 21:30:00,18.7,-1.76
2024-11-30 22:00:00,17.58,-3.05
2024-11-30 22:30:00,17.42,-1.44
2024-11-30 23:00:00,17.44,0.23
2024-11-30 23:30:00,18.13,1.96
2024-12-01 00:00:00,18.56,0.33
2024-12-01 00:30:00,17.71,-1.57
2024-12-01 01:00:00,16.31,-0.72
2024-12-01 01:30:00,16.18,-0.98
2024-12-01 02:00:00,15.94,-1.58
2024-12-01 02:30:00,16.42,1.48
2024-12-01 03:00:00,16.24,0.6
2024-12-01 03:30:00,15.0,-1.67
2024-12-01 04:00:00,15.33,2.68
2024-12-01 04:30:00,15.0,3.06
2024-12-01 05:00:00,15.0,1.73
2024-12-01 05:30:00,15.68,4.99
2024-12-01 06:00:00,15.33,5.2
2024-12-01 06:30:00,15.0,4.01
2024-12-01 07:00:00,15.72,1.92
2024-12-01 07:30:00,15.89,3.74
2024-12-01 08:00:00,16.29,4.96
2024-12-01 08:30:00,16.56,7.78
2024-12-01 09:00:00,16.52,7.47
2024-12-01 09:30:00,17.46,6.38
2024-12-01 10:00:00,17.32,6.53
2024-12-01 10:30:00,17.46,10.03
2024-12-01 11:00:00,17.63,8.47
2024-12-01 11:30:00,17.88,5.23
2024-12-01 12:00:00,17.4,10.55
2024-12-01 12:30:00,17.52,9.98
2024-12-01 13:00:00,17.53,7.7
2024-12-01 13:30:00,17.42,2.68
2024-12-01 14:00:00,17.42,8.35
2024-12-01 14:30:00,17.59,6.37
2024-12-01 15:00:00,17.43,7.78
2024-12-01 15:30:00,17.26,5.31
2024-12-01 16:00:00,19.02,4.99
2024-12-01 16:30:00,19.52,4.1
2024-12-01 17:00:00,20.37,5.78
2024-12-01 17:30:00,19.08,4.57
2024-12-01 18:00:00,20.33,4.31
2024-12-01 18:30:00,20.3,1.2
2024-12-01 19:00:00,20.22,2.92
2024-12-01 19:30:00,19.91,3.93
2024-12-01 20:00:00,19.12,0.05
2024-12-01 20:30:00,19.92,2.26
2024-12-01 21:00:00,19.44,-1.21
2024-12-01 21:30:00,18.16,-0.99
2024-12-01 22:00:00,18.92,3.84
2024-12-01 22:30:00,18.98,-1.54
2024-12-01 23:00:00,18.69,-0.33
2024-12-01 23:30:00,18.02,-0.83
2024-12-02 00:00:00,16.91,-0.74
2024-12-02 00:30:00,18.3,-0.67
2024-12-02 01:00:00,17.18,1.36
2024-12-02 01:30:00,16.97,-0.19
2024-12-02 02:00:00,16.68,0.31
2024-12-02 02:30:00,16.72,-1.74
2024-12-02 03:00:00,17.21,-1.32
2024-12-02 03:30:00,16.71,2.29
2024-12-02 04:00:00,15.95,3.73
2024-12-02 04:30:00,15.63,1.56
2024-12-02 05:00:00,15.42,3.72
2024-12-02 05:30:00,15.76,4.94
2024-12-02 06:00:00,15.25,4.21
2024-12-02 06:30:00,15.39,4.51
2024-12-02 07:00:00,15.57,6.38
2024-12-02 07:30:00,15.63,4.75
2024-12-02 08:00:00,16.03,10.11
2024-12-02 08:30:00,15.35,5.9
2024-12-02 09:00:00,15.11,4.61
2024-12-02 09:30:00,15.44,4.18
2024-12-02 10:00:00,15.0,6.53
2024-12-02 10:30:00,15.82,5.46
2024-12-02 11:00:00,16.42,9.74
2024-12-02 11:30:00,16.28,7.27
2024-12-02 12:00:00,16.21,6.29
2024-12-02 12:30:00,17.67,6.69
2024-12-02 13:00:00,17.52,6.56
2024-12-02 13:30:00,17.34,9.39
2024-12-02 14:00:00,18.41,4.78
2024-12-02 14:30:00,18.01,1.35
2024-12-02 15:00:00,18.57,4.45
2024-12-02 15:30:00,18.92,5.73
2024-12-02 16:00:00,18.99,3.72
2024-12-02 16:30:00,20.47,3.27
2024-12-02 17:00:00,21.19,6.79
2024-12-02 17:30:00,20.79,4.66
2024-12-02 18:00:00,21.09,1.99
2024-12-02 18:30:00,20.92,7.9
2024-12-02 19:00:00,20.45,5.42
2024-12-02 19:30:00,19.89,1.23
2024-12-02 20:00:00,20.6,5.05
2024-12-02 20:30:00,21.4,4.86
2024-12-02 21:00:00,21.29,1.19
