Timestamp,Temperature_Celsius(°C),External_Temp(°C)
2024-11-30 00:00:00,20.91,0.87
2024-11-30 00:30:00,20.81,-0.75
2024-11-30 01:00:00,20.07,-0.63
2024-11-30 01:30:00,18.87,-0.32
2024-11-30 02:00:00,17.78,2.54
2024-11-30 02:30:00,16.84,0.56
2024-11-30 03:00:00,15.64,-0.14
2024-11-30 03:30:00,16.16,0.77
2024-11-30 04:00:00,15.35,1.83
2024-11-30 04:30:00,15.0,0.5
2024-11-30 05:00:00,15.13,2.51
2024-11-30 05:30:00,15.0,2.29
2024-11-30 06:00:00,15.49,6.2
2024-11-30 06:30:00,16.71,3.2
2024-11-30 07:00:00,16.14,4.17
2024-11-30 07:30:00,15.58,4.54
2024-11-30 08:00:00,15.53,6.66
2024-11-30 08:30:00,15.0,3.25
2024-11-30 09:00:00,15.2,7.2
2024-11-30 09:30:00,15.85,6.02
2024-11-30 10:00:00,16.11,9.32
2024-11-30 10:30:00,15.96,3.91
2024-11-30 11:00:00,16.91,10.77
2024-11-30 11:30:00,16.7,7.92
2024-11-30 12:00:00,16.92,8.57
2024-11-30 12:30:00,18.26,3.94
2024-11-30 13:00:00,17.7,7.8
2024-11-30 13:30:00,17.43,8.39
2024-11-30 14:00:00,17.46,5.79
2024-11-30 14:30:00,18.2,8.79
2024-11-30 15:00:00,19.09,3.35
2024-11-30 15:30:00,18.84,5.65
2024-11-30 16:00:00,19.37,4.49
2024-11-30 16:30:00,18.97,8.06
2024-11-30 17:00:00,18.87,5.84
2024-11-30 17:30:00,20.36,3.67
2024-11-30 18:00:00,20.64,5.07
2024-11-30 18:30:00,21.24,3.9
2024-11-30 19:00:00,21.03,7.25
2024-11-30 19:30:00,21.28,5.66
2024-11-30 20:00:00,20.35,2.07
2024-11-30 20:30:00,19.72,1.41
2024-11-30 21:00:00,19.65,-0.57
2024-11-30 21:30:00,19.64,-0.47
2024-11-30 22:00:00,19.56,1.13
2024-11-30 22:30:00,19.39,0.31
2024-11-30 23:00:00,18.85,1.47
2024-11-30 23:30:00,19.32,1.89
2024-12-01 00:00:00,20.09,-1.34
2024-12-01 00:30:00,19.36,-0.4
2024-12-01 01:00:00,18.17,-2.04
2024-12-01 01:30:00,17.14,-5.94
2024-12-01 02:00:00,16.46,-1.75
2024-12-01 02:30:00,16.54,-0.45
2024-12-01 03:00:00,15.44,1.81
2024-12-01 03:30:00,16.17,-1.72
2024-12-01 04:00:00,15.68,3.46
2024-12-01 04:30:00,15.0,1.12
2024-12-01 05:00:00,15.4,-1.08
2024-12-01 05:30:00,15.0,1.79
2024-12-01 06:00:00,16.14,3.62
2024-12-01 06:30:00,16.7,7.76
2024-12-01 07:00:00,16.14,5.45
2024-12-01 07:30:00,16.87,3.08
2024-12-01 08:00:00,17.28,4.98
2024-12-01 08:30:00,16.38,7.59
2024-12-01 09:00:00,15.61,6.59
2024-12-01 09:30:00,15.72,5.18
2024-12-01 10:00:00,15.32,5.34
2024-12-01 10:30:00,15.26,7.91
2024-12-01 11:00:00,15.0,5.76
2024-12-01 11:30:00,15.0,7.52
2024-12-01 12:00:00,15.0,8.67
2024-12-01 12:30:00,17.06,8.41
2024-12-01 13:00:00,17.38,8.82
2024-12-01 13:30:00,17.14,7.8
2024-12-01 14:00:00,17.94,7.7
2024-12-01 14:30:00,18.18,7.21
2024-12-01 15:00:00,17.82,2.19
2024-12-01 15:30:00,17.85,4.25
2024-12-01 16:00:00,19.05,6.45
2024-12-01 16:30:00,18.81,4.31
2024-12-01 17:00:00,18.99,8.27
2024-12-01 17:30:00,19.04,1.28
2024-12-01 18:00:00,19.45,2.77
2024-12-01 18:30:00,18.44,2.52
2024-12-01 19:00:00,19.01,3.13
2024-12-01 19:30:00,19.74,1.7
2024-12-01 20:00:00,19.63,-0.53
2024-12-01 20:30:00,19.86,0.75
2024-12-01 21:00:00,20.58,2.92
2024-12-01 21:30:00,20.92,1.78
2024-12-01 22:00:00,20.71,-0.28
2024-12-01 22:30:00,19.71,-2.76
2024-12-01 23:00:00,18.77,-0.76
2024-12-01 23:30:00,18.44,2.11
2024-12-02 00:00:00,17.26,2.19
2024-12-02 00:30:00,16.2,-2.49
2024-12-02 01:00:00,15.62,-1.16
2024-12-02 01:30:00,15.62,-0.13
2024-12-02 02:00:00,16.15,-0.87
2024-12-02 02:30:00,15.39,-0.94
2024-12-02 03:00:00,15.07,0.85
2024-12-02 03:30:00,15.0,1.23
2024-12-02 04:00:00,15.0,-1.47
2024-12-02 04:30:00,15.0,4.2
2024-12-02 05:00:00,15.74,3.94
2024-12-02 05:30:00,15.45,2.22
2024-12-02 06:00:00,15.59,1.65
2024-12-02 06:30:00,15.0,1.39
2024-12-02 07:00:00,15.0,8.43
2024-12-02 07:30:00,15.0,1.93
2024-12-02 08:00:00,16.26,6.4
2024-12-02 08:30:00,17.36,7.65
2024-12-02 09:00:00,16.92,2.54
2024-12-02 09:30:00,16.92,11.3
2024-12-02 10:00:00,16.73,5.4
2024-12-02 10:30:00,15.97,4.2
2024-12-02 11:00:00,15.93,9.09
2024-12-02 11:30:00,16.49,6.08
2024-12-02 12:00:00,16.09,8.25
2024-12-02 12:30:00,16.21,6.94
2024-12-02 13:00:00,16.42,3.98
2024-12-02 13:30:00,15.89,6.65
2024-12-02 14:00:00,16.42,2.21
2024-12-02 14:30:00,17.88,6.27
2024-12-02 15:00:00,17.81,8.85
2024-12-02 15:30:00,18.54,9.75
2024-12-02 16:00:00,19.37,2.23
2024-12-02 16:30:00,20.0,5.04
2024-12-02 17:00:00,19.88,5.44
2024-12-02 17:30:00,19.41,3.9
2024-12-02 18:00:00,19.95,4.24
2024-12-02 18:30:00,20.52,3.04
2024-12-02 19:00:00,20.05,3.84
2024-12-02 19:30:00,20.12,0.95
2024-12-02 20:00:00,20.06,2.6
2024-12-02 20:30:00,20.72,1.32
2024-12-02 21:00:00,21.71,0.75
2024-12-02 21:30:00,21.93,-4.88
2024-12-02 22:00:00,21.5,0.05
2024-12-02 22:30:00,20.75,-2.54
2024-12-02 23:00:00,19.39,1.68
2024-12-02 23:30:00,19.61,1.86
2024-12-03 00:00:00,19.97,0.81
2024-12-03 00:30:00,18.83,-0.64
2024-12-03 01:00:00,18.3,-2.1
2024-12-03 01:30:00,18.83,-3.82
2024-12-03 02:00:00,17.44,1.36
2024-12-03 02:30:00,18.21,-0.1
2024-12-03 03:00:00,17.17,1.33
2024-12-03 03:30:00,16.7,-0.81
2024-12-03 04:00:00,16.29,0.64
2024-12-03 04:30:00,16.18,5.3
2024-12-03 05:00:00,16.25,2.2
2024-12-03 05:30:00,16.14,4.94
2024-12-03 06:00:00,15.8,6.21
2024-12-03 06:30:00,16.57,5.39
2024-12-03 07:00:00,16.06,6.12
2024-12-03 07:30:00,16.19,3.39
2024-12-03 08:00:00,15.84,7.43
2024-12-03 08:30:00,15.31,6.54
2024-12-03 09:00:00,15.57,7.95
2024-12-03 09:30:00,15.82,7.81
2024-12-03 10:00:00,15.42,6.76
2024-12-03 10:30:00,15.19,4.97
2024-12-03 11:00:00,15.19,7.64
2024-12-03 11:30:00,15.36,7.29
2024-12-03 12:00:00,16.13,11.76
2024-12-03 12:30:00,17.21,6.44
2024-12-03 13:00:00,16.97,7.79
2024-12-03 13:30:00,16.48,7.18
2024-12-03 14:00:00,17.5,6.03
2024-12-03 14:30:00,18.38,6.01
2024-12-03 15:00:00,18.27,4.08
2024-12-03 15:30:00,20.33,6.2
2024-12-03 16:00:00,20.64,4.91
2024-12-03 16:30:00,21.02,8.32
