Timestamp,Temperature_Celsius(°C),External_Temp(°C)
2024-11-30 00:00:00,18.28,4.61
2024-11-30 00:30:00,17.73,-4.15
2024-11-30 01:00:00,17.65,0.15
2024-11-30 01:30:00,17.12,-0.08
2024-11-30 02:00:00,16.9,3.49
2024-11-30 02:30:00,17.0,1.71
2024-11-30 03:00:00,16.17,-0.07
2024-11-30 03:30:00,15.44,0.45
2024-11-30 04:00:00,15.9,5.38
2024-11-30 04:30:00,16.03,2.37
2024-11-30 05:00:00,15.95,5.65
2024-11-30 05:30:00,15.0,2.14
2024-11-30 06:00:00,15.66,1.9
2024-11-30 06:30:00,16.05,3.42
2024-11-30 07:00:00,15.29,4.35
2024-11-30 07:30:00,15.0,7.27
2024-11-30 08:00:00,15.0,5.37
2024-11-30 08:30:00,16.89,10.83
2024-11-30 09:00:00,16.64,7.94
2024-11-30 09:30:00,17.17,6.69
2024-11-30 10:00:00,17.2,6.12
2024-11-30 10:30:00,17.33,5.41
2024-11-30 11:00:00,16.69,10.05
2024-11-30 11:30:00,17.06,9.28
2024-11-30 12:00:00,17.07,8.77
2024-11-30 12:30:00,16.96,6.05
2024-11-30 13:00:00,17.13,10.53
2024-11-30 13:30:00,18.06,10.4
2024-11-30 14:00:00,17.8,10.54
2024-11-30 14:30:00,17.6,7.23
2024-11-30 15:00:00,17.69,8.98
2024-11-30 15:30:00,17.86,4.97
2024-11-30 16:00:00,18.21,7.98
2024-11-30 16:30:00,18.91,5.47
2024-11-30 17:00:00,19.73,4.39
2024-11-30 17:30:00,19.38,7.19
2024-11-30 18:00:00,19.18,3.31
2024-11-30 18:30:00,18.82,0.38
2024-11-30 19:00:00,19.46,1.51
2024-11-30 19:30:00,20.47,-0.27
2024-11-30 20:00:00,20.87,4.2
2024-11-30 20:30:00,21.1,0.25
2024-11-30 21:00:00,20.74,-1.08
2024-11-30 21:30:00,20.06,2.6
2024-11-30 22:00:00,19.55,0.96
2024-11-30 22:30:00,19.14,1.25
2024-11-30 23:00:00,18.65,-0.17
2024-11-30 23:30:00,19.52,0.75
2024-12-01 00:00:00,18.52,-0.2
2024-12-01 00:30:00,18.5,0.19
2024-12-01 01:00:00,17.04,-2.7
2024-12-01 01:30:00,16.28,-4.7
2024-12-01 02:00:00,16.82,0.89
2024-12-01 02:30:00,16.69,3.15
2024-12-01 03:00:00,16.25,0.56
2024-12-01 03:30:00,15.86,2.44
2024-12-01 04:00:00,15.77,4.64
2024-12-01 04:30:00,16.47,2.08
2024-12-01 05:00:00,15.75,-1.73
2024-12-01 05:30:00,15.83,0.77
2024-12-01 06:00:00,15.51,3.25
2024-12-01 06:30:00,15.32,2.54
2024-12-01 07:00:00,15.0,3.75
2024-12-01 07:30:00,15.0,5.03
2024-12-01 08:00:00,15.0,4.79
2024-12-01 08:30:00,15.2,4.51
2024-12-01 09:00:00,15.09,4.45
2024-12-01 09:30:00,15.76,5.48
2024-12-01 10:00:00,16.34,10.5
2024-12-01 10:30:00,16.32,7.87
2024-12-01 11:00:00,17.16,5.98
2024-12-01 11:30:00,17.65,6.77
2024-12-01 12:00:00,17.16,6.02
2024-12-01 12:30:00,17.15,7.9
2024-12-01 13:00:00,17.79,9.62
2024-12-01 13:30:00,18.76,6.38
2024-12-01 14:00:00,18.56,6.47
2024-12-01 14:30:00,18.57,2.96
2024-12-01 15:00:00,18.58,3.3
2024-12-01 15:30:00,19.0,6.84
2024-12-01 16:00:00,18.76,7.37
2024-12-01 16:30:00,18.95,6.7
2024-12-01 17:00:00,18.95,2.47
2024-12-01 17:30:00,18.37,6.04
2024-12-01 18:00:00,19.22,3.21
2024-12-01 18:30:00,19.78,5.1
2024-12-01 19:00:00,20.05,-0.36
2024-12-01 19:30:00,20.4,3.11
2024-12-01 20:00:00,21.11,1.34
2024-12-01 20:30:00,21.32,4.0
2024-12-01 21:00:00,21.79,-0.93
2024-12-01 21:30:00,22.24,1.36
2024-12-01 22:00:00,22.5,-1.67
2024-12-01 22:30:00,21.85,-0.8
2024-12-01 23:00:00,20.92,-1.61
2024-12-01 23:30:00,20.09,-3.79
2024-12-02 00:00:00,19.5,0.41
2024-12-02 00:30:00,17.52,-3.49
2024-12-02 01:00:00,16.5,-0.77
2024-12-02 01:30:00,16.27,0.69
2024-12-02 02:00:00,16.21,0.42
2024-12-02 02:30:00,15.0,-1.81
2024-12-02 03:00:00,15.54,-0.03
2024-12-02 03:30:00,16.9,1.4
2024-12-02 04:00:00,16.49,1.02
2024-12-02 04:30:00,16.02,3.02
2024-12-02 05:00:00,16.38,6.77
2024-12-02 05:30:00,16.92,6.18
2024-12-02 06:00:00,17.29,5.17
2024-12-02 06:30:00,17.26,5.88
2024-12-02 07:00:00,17.47,5.66
2024-12-02 07:30:00,17.41,9.94
2024-12-02 08:00:00,17.28,3.32
2024-12-02 08:30:00,16.99,7.86
2024-12-02 09:00:00,16.74,6.06
2024-12-02 09:30:00,17.2,6.87
2024-12-02 10:00:00,16.94,9.71
2024-12-02 10:30:00,16.18,9.59
2024-12-02 11:00:00,15.69,10.68
2024-12-02 11:30:00,16.0,8.13
2024-12-02 12:00:00,16.23,5.25
2024-12-02 12:30:00,17.33,7.59
2024-12-02 13:00:00,17.63,4.68
2024-12-02 13:30:00,18.73,10.98
2024-12-02 14:00:00,19.01,9.15
2024-12-02 14:30:00,19.15,7.91
2024-12-02 15:00:00,19.38,6.03
2024-12-02 15:30:00,19.61,6.11
2024-12-02 16:00:00,20.18,6.42
2024-12-02 16:30:00,19.4,3.04
2024-12-02 17:00:00,19.38,4.26
2024-12-02 17:30:00,19.09,5.48
2024-12-02 18:00:00,18.84,3.47
2024-12-02 18:30:00,18.59,1.92
2024-12-02 19:00:00,19.24,3.63
2024-12-02 19:30:00,19.36,0.18
2024-12-02 20:00:00,19.75,0.58
2024-12-02 20:30:00,20.24,2.52
2024-12-02 21:00:00,19.69,1.67
2024-12-02 21:30:00,18.71,4.52
2024-12-02 22:00:00,18.6,-0.38
2024-12-02 22:30:00,20.01,-0.77
2024-12-02 23:00:00,19.54,2.08
2024-12-02 23:30:00,18.95,-1.46
2024-12-03 00:00:00,19.42,1.07
2024-12-03 00:30:00,18.76,2.02
2024-12-03 01:00:00,18.85,0.21
2024-12-03 01:30:00,17.87,1.59
2024-12-03 02:00:00,17.23,0.06
2024-12-03 02:30:00,16.68,0.82
2024-12-03 03:00:00,17.08,4.25
2024-12-03 03:30:00,17.59,1.27
2024-12-03 04:00:00,15.79,1.36
2024-12-03 04:30:00,16.3,1.46
2024-12-03 05:00:00,15.77,4.67
2024-12-03 05:30:00,15.93,0.49
2024-12-03 06:00:00,15.8,1.64
2024-12-03 06:30:00,15.86,2.86
2024-12-03 07:00:00,16.7,3.65
2024-12-03 07:30:00,16.62,3.28
2024-12-03 08:00:00,16.72,8.07
2024-12-03 08:30:00,16.59,5.45
2024-12-03 09:00:00,15.84,4.98
2024-12-03 09:30:00,15.37,5.75
2024-12-03 10:00:00,16.56,5.77
2024-12-03 10:30:00,16.7,9.08
2024-12-03 11:00:00,17.33,7.9
2024-12-03 11:30:00,17.82,7.84
2024-12-03 12:00:00,17.86,12.51
2024-12-03 12:30:00,18.06,6.4
2024-12-03 13:00:00,17.99,10.07
2024-12-03 13:30:00,17.69,9.24
2024-12-03 14:00:00,17.77,7.05
2024-12-03 14:30:00,19.36,9.69
2024-12-03 15:00:00,19.43,5.07
2024-12-03 15:30:00,19.18,8.39
2024-12-03 16:00:00,19.59,5.06
2024-12-03 16:30:00,20.2,3.6
2024-12-03 17:00:00,20.63,5.35
2024-12-03 17:30:00,19.93,3.36
2024-12-03 18:00:00,19.98,3.94
2024-12-03 18:30:00,21.46,2.37
2024-12-03 19:00:00,20.6,-2.24
2024-12-03 19:30:00,20.68,1.16
2024-12-03 20:00:00,20.01,1.3
2024-12-03 20:30:00,19.11,-2.98
2024-12-03 21:00:00,18.97,3.61
